,name,menu,address,zzim,rating
7988,전설의짬뽕,"짬뽕, 중국집, 짜장면",서울특별시 중랑구 묵동 238-2,6,20점
7989,소가미소,"소고기, 고기집, 물냉면",서울특별시 중랑구 중화동 307-10,0,20점
7990,경상도떡볶이,"떡볶이, 바게트, 우동",서울특별시 중랑구 망우동 344-7,22,20점
7991,이가김밥,"치킨데리야끼볶음밥, 삼겹살김밥, 우동",서울특별시 중랑구 상봉동 74-4,0,20점
7992,홍이네,"옛날떡볶이, 떡볶이, 우동",서울시 중랑구 망우동 342-47,12,20점
7993,짬뽕스토리,"짬뽕, 우동, 짜장면",서울특별시 중랑구 망우동 514-101,0,19점
7994,크리스탈,"즉석떡볶이, 떡볶이, 짜장",서울시 중랑구 망우동 531-28,27,19점
7995,왕십리불곱창,"불곱창, 돼지막창, 우동",서울특별시 중랑구 망우동 516-3,2,19점
7996,만희네숯불닭갈비,"닭갈비, 닭내장, 냉면",서울 중랑구 면목3.8동 605-5,17,18점
7997,동창닭갈비,"닭갈비, 막국수",서울특별시 중랑구 신내동,3,18점
7998,족발상회,"족발, 매운족발, 우동",서울특별시 중랑구 망우동 465-1,3,18점
7999,명륜진사갈비,"돼지갈비무한리필, 소갈비살, 우동",서울특별시 중랑구 망우동 410-8,0,18점
8000,역전우동0410,"우동, 모밀, 냉소바",서울 중랑구 망우동 479 한일써너스빌리젠시1단지 1001호,0,17점
8001,명륜진사갈비,"갈비, 돼지갈비, 냉면",서울특별시 중랑구 면목동 150-1,0,16점
8002,금용각,"짜장면, 탕수육, 간짜장",서울특별시 중랑구 망우동 405-29,1,16점
8003,국수나무,"국수, 생면, 냉국수",서울 중랑구 면목3.8동 462-21,3,16점
8004,써브웨이,"샌드위치, 터키, 이탈리안",서울특별시 중랑구 상봉동 101-3,3,54점
8005,제이쿠치나,"파스타, 목살스테이크, 이탈리안레스토랑",서울특별시 중랑구 상봉동 500,16,34점
8006,세컨드고메,"파스타, 브런치, 이탈리안",서울특별시 중랑구 묵동 238-91,5,25점
8007,써브웨이,"샌드위치, 씨푸드, 이탈리안",서울특별시 중랑구 망우동 479,0,23점
8008,디어마이,"레스토랑, 파스타, 이탈리안레스토랑",서울특별시 중랑구 묵동 171-12,2,23점
8009,써브웨이,"샌드위치, 이탈리안",서울특별시 중랑구 중화동 208-33,1,21점
8010,카페레블,"티라미수, 카페, 이탈리안",서울특별시 중랑구 면목동 498-4,7,18점
8011,피자헛,"피자, 이탈리안",서울특별시 중랑구 망우동 487-2,0,13점
8012,쥬스토,"쥬스, 레스토랑, 이탈리안레스토랑",서울특별시 중랑구 면목동 496-15,1,13점
8013,카페웨이브앤델리,"파스타, 카페, 이탈리안레스토랑",서울특별시 중랑구 상봉동 101,2,13점
8014,엉클벤,"파스타, 레스토랑, 이탈리안",서울특별시 중랑구 면목동 181-69,0,12점
8015,파파존스,"피자, 이탈리안, 이탈리안피자",서울특별시 중랑구 중화동 283-1,0,12점
8016,새벽집장작구이,"장작구이, 이태리레스토랑",서울특별시 중랑구 중화동 283-7,0,12점
8017,3가지맛,"이탈리안, 까르보나라",서울특별시 중랑구 신내동 660,0,12점
8018,쉐프케이,"이탈리안, 파스타",서울특별시 중랑구 면목동 607-6,3,10점
8019,브라더야끼,"양갈비, 양갈비살, 프렌치",서울특별시 중랑구 묵동 164-4,3,24점
8020,팡그루,"앙버터, 베이커리카페, 프랑스",서울시 중랑구 면목동 616-33 행운빌딩,0,20점
8021,파리바게뜨,"바게뜨, 바게트, 프렌치",서울특별시 중랑구 망우3동 442-34,1,13점
8022,소소리공방카페,"프랑스, 초콜렛",서울특별시 중랑구 상봉동 279-15,0,12점
8023,파리바게뜨,프랑스,서울특별시 중랑구 신내동 666,0,12점
8024,미스사이공,"쌀국수, 베트남쌀국수, 베트남음식",서울특별시 중랑구 망우동 563-8,7,50점
8025,포앤시드니,"쌀국수, 양지쌀국수, 베트남쌀국수",서울특별시 중랑구 묵1동 170-1,22,43점
8026,김안랑,"쌀국수, 베트남쌀국수, 베트남식",서울특별시 중랑구 면목동 103-4,1,25점
8027,리틀하노이,"쌀국수, 양지쌀국수, 베트남쌀국수",서울특별시 중랑구 면목동 184-48,2,22점
8028,포메인,"쌀국수, 스프링롤, 베트남쌀국수",서울특별시 중랑구 상봉동 73-10,3,14점
8029,아시아키친,"아시아요리, 쌀국수, 베트남쌀국수",서울특별시 중랑구 면목동 633-1,4,14점
8030,낮차밤술,"태국요리, 베트남쌀국수, 태국식",서울특별시 중랑구 중화동 332-134,0,12점
8031,까이밥,"규동, 새우볶음밥, 아시아음식",서울특별시 중랑구 상봉동 130-56,0,12점
8032,바리스타폴,"더치커피, 커피, 인도네시아",서울특별시 중랑구 신내동 666,0,12점
8033,베트남노상식당,"베트남, 베트남쌀국수, 베트남식",서울특별시 중랑구 신내동 797,0,12점
8034,고른햇살,"참치김밥, 분식, 김밥",서울시 성북구 안암동5가 147-5,152,68점
8035,태조,"감자탕, 감자국",서울특별시 성북구 동소문동5가 73-2,170,66점
8036,성북동,"누룽지백숙, 메밀, 닭백숙",서울시 성북구 성북동 281-1,147,65점
8037,문화식당,"샐러드파스타, 술집, 수제비",서울시 성북구 동선동2가 150 지하1층,157,65점
8038,수연산방,"단호박빙수, 전통찻집, 백반",서울시 성북구 성북동 248,129,62점
8039,팔백집,"쫄갈비, 돼지갈비, 고기집",서울특별시 성북구 동선동2가 172,46,62점
8040,쌍다리돼지불백,"돼지불백, 기사식당, 부대찌개",서울시 성북구 성북동 109-2,277,61점
8041,하단,"냉칼국수, 녹두지짐, 칼국수",서울시 성북구 성북동 184-40,170,61점
8042,국시집,"칼국수, 수육, 국수",서울시 성북구 성북동1가 9,132,61점
8043,성북동면옥집,"갈비찜, 냉면",서울특별시 성북구 성북동 330-105,74,61점
8044,제순식당,"제육볶음, 밥집, 백반",서울특별시 성북구 동선동1가 85-59,133,60점
8045,성북동,"기사식당, 돼지갈비, 돼지불백",서울시 성북구 성북동 114-2,180,59점
8046,한상차림밥상,"보쌈정식, 갈비찜, 백반",서울특별시 성북구 안암동3가 9,50,57점
8047,돈암순대김밥,"순대, 찹쌀순대, 김밥",서울시 성북구 동소문동5가 59-21,105,56점
8048,대머리식당,"쭈꾸미, 돌솥밥, 고등어구이",서울특별시 성북구 장위동 75-1,36,55점
8049,동우설렁탕,"설렁탕, 모듬수육, 곰탕",서울시 성북구 안암동5가 15-25,41,55점
8050,김통,"통구이, 고기집, 김치찌개",서울특별시 성북구 동선동1가 120-14,100,54점
8051,밀양,"칼국수, 손칼국수",서울특별시 성북구 동선동3가 139,43,53점
8052,성북동집,"만두전문, 칼국수, 손칼국수",서울시 성북구 성북동 91,41,51점
8053,구포국수,"멸치국수, 국수",서울특별시 성북구 성북동 170-41,19,51점
8054,정키친,"김치전, 밥집, 김치찌개",서울특별시 성북구 동선동1가 85-58,63,51점
8055,무명식당,"집밥, 한식",서울특별시 성북구 성북동 173-31,34,50점
8056,1943,"파스타, 술집, 칼국수",서울시 성북구 동선동1가 99 2층,2,47점
8057,참나무,"장작구이, 닭, 한식",서울시 성북구 동소문동2가 290,73,47점
8058,창신동매운족발,"매운족발, 족발",서울특별시 성북구 석관동 131-10,17,46점
8059,소르빌로,"이태리, 파스타, 백반",서울특별시 성북구 동선동1가 92-3,74,44점
8060,손가네,"곰국, 설렁탕, 곱창전골",서울특별시 성북구 성북동 128-16,29,44점
8061,기차순댓국,"백순대, 순대국",서울시 성북구 정릉4동 398-9 정릉시장내,15,43점
8062,종로곱창,"야채곱창, 곱창, 곱창전골",서울특별시 성북구 동소문동2가 43,25,42점
8063,옥두헌손두부,"순두부, 콩비지, 닭볶음탕",서울특별시 성북구 안암동5가 101-27 1호,5,42점
8064,원조마포소금구이,"소금구이, 소고기, 고기집",서울특별시 성북구 석관동 168-4,19,41점
8065,덕수칼국수,"꽃게, 칼국수",서울특별시 성북구 석관동 340-32,13,41점
8066,해남집,"김치찌개, 곱창전골, 닭도리탕",서울특별시 성북구 석관동 131-51,3,40점
8067,참맛감자탕,"감자탕, 뼈다귀해장국, 뼈해장국",서울특별시 성북구 석관동 248-13,4,40점
8068,지호한방삼계탕,"한방삼계탕, 삼계탕",서울특별시 성북구 하월곡동 165,1,39점
8069,방이샤브샤브칼국수,"샤브샤브, 칼국수, 비빔밥",서울특별시 성북구 동선동1가 123,11,38점
8070,응담말,"소갈비살, 갈비살, 고기집",서울특별시 성북구 동선동1가 92-21,42,38점
8071,방이편백,"편백찜, 고기집, 흑돼지김치찌개",서울특별시 성북구 동선동1가 4-9,4,38점
8072,등촌샤브칼국수,"칼국수, 샤브샤브, 버섯칼국수",서울특별시 성북구 안암동5가 101-17,15,38점
8073,성북면가,"육전, 밀면, 곰탕",서울특별시 성북구 동소문동4가 269,12,37점
8074,화포식당,"삼겹살, 고기집","서울특별시 성북구 길음동 1284 상가비동 지1층 6,7호",0,37점
8075,공복,"항정살, 목살, 고기집",서울시 성북구 상월곡동 62,25,36점
8076,서울껍데기,"불오징어, 삼겹살, 고기집",서울특별시 성북구 동선동2가 57,48,36점
8077,원조,"손칼국수, 칼국수",서울시 성북구 종암동 86-1,13,36점
8078,리틀마나님,"비건, 비빔밥, 한식",서울특별시 성북구 성북동 177-17,4,36점
8079,돈가래,"소금구이, 목살, 고기집",서울시 성북구 동소문동1가 121,31,35점
8080,오백집모자족발,"왕족발, 족발",서울특별시 성북구 동소문동5가 111,14,35점
8081,사계진미,"닭갈비, 숯불닭갈비",서울특별시 성북구 동선동1가 4-4,4,34점
8082,짱구분식,"돌솥비빔밥, 분식, 비빔밥",서울시 성북구 동선동1가 84-1,14,33점
8083,양자설렁탕,"곰탕, 설렁탕, 육개장",서울시 성북구 종암동 23-61,2,33점
8084,봉화묵집,"메밀묵, 묵집, 국수",서울특별시 성북구 정릉동 488-1,28,33점
8085,제주고깃집,"근고기, 고깃집, 고기집",서울특별시 성북구 안암동5가 134-42,2,33점
8086,한아름,"돈까스, 함박스테이크, 물냉면",서울특별시 성북구 삼선동2가 330-11,4,33점
8087,이차돌,"차돌박이, 고기집, 차돌국밥",서울특별시 성북구 동선동1가 4-6,2,32점
8088,역족,"족발, 보쌈김치, 보쌈",서울특별시 성북구 정릉동 284-11,5,32점
8089,새응배노,"몽골음식, 만두, 제육볶음",서울특별시 성북구 석관동 252-7,4,32점
8090,락식락당,"덮밥, 컵밥, 한식",서울특별시 성북구 하월곡동 21-52,7,32점
8091,할매순대국,,서울특별시 성북구 장위2동 64-124,2,32점
8092,구백집,"해물, 알쌈, 갈비찜",서울특별시 성북구 삼선동2가 130,14,32점
8093,두부촌,"숨두부, 두부, 낙지비빔밥",서울특별시 성북구 안암동5가 110-135,14,31점
8094,섭지코지,"일식, 횟집, 갈치구이",서울특별시 성북구 성북동 97-24,15,31점
8095,국화정원,"한정식, 간장게장",서울시 성북구 성북동 264,21,31점
8096,운봉손칼국수,"보쌈정식, 보쌈, 손칼국수",서울특별시 성북구 삼선동3가 116,8,31점
8097,역전갈매기,"꽃목살, 고기집",서울특별시 성북구 동소문동5가 98-2,3,30점
8098,거기숯불갈비,"숯불갈비, 고기집, 들깨수제비",서울특별시 성북구 삼선동2가 196,2,30점
8099,한상,"한정식, 한상차림, 한식",서울특별시 성북구 석관동 349-1,16,30점
8100,청수냉면,"갈비탕, 만두, 냉면",서울특별시 성북구 석관동 301-11,6,29점
8101,혜화면옥,"갈비찜, 냉면",서울특별시 성북구 삼선동4가 345-1,22,29점
8102,삼다옥1947,"흑돼지, 고기집, 된장찌개",서울특별시 성북구 하월곡동 46-73,6,29점
8103,무아국수,"국수, 보쌈",서울특별시 성북구 종암동 3-530,1,29점
8104,테이블토크,"덮밥, 한식",서울특별시 성북구 석관동 338-567,1,29점
8105,송천순대국,"순대국, 곱창, 뼈해장국",서울특별시 성북구 하월곡동 64-13,11,29점
8106,풍문,"삼겹살, 고기집",서울특별시 성북구 종암동 85-8,1,29점
8107,바람난오리궁뎅이,"오리고기, 들깨탕, 오리백숙",서울특별시 성북구 정릉3동 767-4,5,28점
8108,신의주찹쌀순대,"찹쌀순대, 순대국밥, 국밥",서울특별시 성북구 동선동1가 111,6,28점
8109,두번째이야기,"닭갈비, 부대찌개, 소고기미역국",서울 성북구 정릉동 687-2,1,28점
8110,장위기사식당,"기사식당, 돼지불백, 갈치조림",서울특별시 성북구 장위1동 216-41,17,28점
8111,신사소곱창,"소곱창, 곱창, 곱창전골",서울특별시 성북구 석관동 133-45,15,28점
8112,100년설렁탕,"설렁탕, 매운돼지갈비, 갈비찜",서울특별시 성북구 삼선동2가 38,3,28점
8113,삼선교,"냉면, 냉면집, 물냉면",서울특별시 성북구 동소문동2가 213,1,27점
8114,숭덕분식,"즉석떡볶이, 떡볶이, 김밥",서울시 성북구 정릉2동 162-23,5,27점
8115,미식구락부,"덮밥, 연어덮밥, 삼겹살",서울특별시 성북구 동선동3가 134,18,27점
8116,안즈나선아,"불백, 카페, 김치찌개",서울특별시 성북구 동소문동1가 100,17,27점
8117,소한마리,"정육식당, 소고기, 고기집",서울특별시 성북구 정릉동 667-1,2,27점
8118,미아리우동집,"우동, 잔치국수, 국수",서울시 성북구 하월곡동 90-112번지,6,27점
8119,히메참치,"참치, 참치회, 알탕",서울특별시 성북구 하월곡동 17-1,3,27점
8120,반듯한잔,"막걸리, 술집, 퓨전한식",서울시 성북구 동선동2가 46,1,26점
8121,자작나무,"숯불구이전문, 막국수, 고기집",서울특별시 성북구 정릉동 921,4,26점
8122,갈비명가이상,"갈비, 갈비탕, 고기집",서울특별시 성북구 하월곡동 221,6,26점
8123,백반,"분식, 한식, 김밥",서울 성북구 동선동4가 103,0,26점
8124,강풍돼지갈비,"돼지갈비, 갈비, 고기집",서울시 성북구 동선동 12,11,26점
8125,밥짓고티우림,"한정식, 연잎밥, 보쌈",서울특별시 성북구 동소문동1가 45,20,26점
8126,도리연,"닭도리탕, 닭볶음탕",서울특별시 성북구 동선동1가 18,0,26점
8127,영석이네,"갈비살, 생갈비살, 고기집",서울특별시 성북구 동소문동5가 118-16,0,26점
8128,토로생선구이,"생선구이, 갈치구이, 고등어구이",서울특별시 성북구 안암동5가 86-131,0,26점
8129,수한사우,"순두부, 해물순두부, 들깨순두부",서울특별시 성북구 종암동 25-63,1,26점
8130,한성,"횟집, 알탕",서울특별시 성북구 삼선동2가 278-1,1,26점
8131,아라네왕족발보쌈,"족발, 왕족발",서울특별시 성북구 동소문동5가 78-2,3,25점
8132,독,"불고기, 고기집, 냉국수",서울특별시 성북구 동선동1가 15,12,25점
8133,정지춘,"설렁탕, 수육, 곰탕",서울시 성북구 석관동 133-26,9,25점
8134,애정,"마라샹궈, 마라탕, 중식당",서울특별시 성북구 동선동1가 2-6,69,69점
8135,안동반점,"잡채밥, 중국집, 중국요리",서울특별시 성북구 보문동1가 53,70,55점
8136,라라면가,"곱창, 마라탕, 중식당",서울특별시 성북구 동선동2가 135-8,11,51점
8137,용초수,"꿔바로우, 중국요리, 중식",서울특별시 성북구 안암동5가 12-70,49,50점
8138,공푸,"차돌박이짬뽕, 유린기, 중식당",서울특별시 성북구 삼선동5가 299-10,30,50점
8139,보배반점,"차돌박이짬뽕, 짬뽕, 중식당",서울특별시 성북구 동선동1가 48,2,42점
8140,임금님수타짜장면,"중국집, 짜장면",서울특별시 성북구 정릉4동 298-2,13,39점
8141,미각,"양꼬치, 양꼬치전문, 중국요리",서울시 성북구 안암동5가 102-52 2F,26,35점
8142,옛날,"중국집, 양장피, 중식",서울특별시 성북구 성북동 184-2,20,30점
8143,중국관,"짜장면, 중국집, 중식당",서울 성북구 종암동 8-80,7,30점
8144,송림원,"중국집, 물만두, 중국요리",서울시 성북구 동소문동1가 123,32,29점
8145,동북미식,"중국요리, 중식, 중식당",서울특별시 성북구 동소문동6가 229,1,29점
8146,라화쿵부,"마라탕, 마라샹궈, 중식당",서울특별시 성북구 안암동5가 102-32,1,29점
8147,짬뽕지존,"짬뽕, 중국집, 중식당",서울 성북구 동소문동5가 118-6,0,27점
8148,가부,"차돌박이짬뽕, 중국집, 중식",서울특별시 성북구 삼선동4가 351-3,8,26점
8149,보배반점,"차돌박이짬뽕, 중국집, 중국요리",서울특별시 성북구 하월곡동 90-1695,10,26점
8150,라화쿵부,"마라탕, 마라샹궈, 중국요리",서울특별시 성북구 종암동 29-29 1층,1,26점
8151,안선생주가,"중식포차, 술집, 중국요리",서울특별시 성북구 동선동1가 4-5,17,25점
8152,초능력,"양꼬치, 훠궈, 중식당",서울특별시 성북구 성북동1가 41,1,24점
8153,니뽕내뽕,"퓨전짬뽕, 퓨전, 중식당",서울특별시 성북구 안암동5가 102-9,2,23점
8154,청록원,"중국집, 짜장면, 중식당",서울특별시 성북구 정릉3동 698-4,2,23점
8155,중화요리123번가,"짜장, 중화요리, 중식당",서울특별시 성북구 하월곡동 90-124,0,23점
8156,선호짬뽕,"짬뽕, 중화요리, 중식",서울특별시 성북구 동선동1가 2-11 대성빌딩 2층,0,22점
8157,뉴첸,,서울 성북구 장위동 50-20,0,22점
8158,마라삼국지,"마라탕, 마라샹궈, 중식당",서울특별시 성북구 동선동1가 2-12 2층,0,22점
8159,홍빠오,"중국집, 짜장면, 중국요리",서울특별시 성북구 하월곡동 71-51,3,22점
8160,영순관,"탕수육, 짬뽕, 중국요리",서울특별시 성북구 보문동2가 122,0,22점
8161,희객,,서울특별시 성북구 동소문동4가 230,1,22점
8162,라이완,,서울 성북구 정릉동 394-3,0,22점
8163,백미향마라탕,"마라탕, 마라샹궈, 중식당",서울특별시 성북구 동선동2가 128,0,21점
8164,석관교동짬뽕,"짬뽕, 탕수육, 중식당",서울특별시 성북구 석관동 254-1,3,21점
8165,황궁,"중국음식점, 중국요리, 중식당",서울특별시 성북구 정릉동 374-15,0,21점
8166,일미옥,"꿔바로우, 중국집, 중국요리",서울특별시 성북구 안암동5가 15-32,5,21점
8167,니뽕내뽕,"퓨전짬뽕, 짬뽕, 중식당",서울특별시 성북구 동선동1가 18,3,20점
8168,북경중화요리,"중화요리, 짜장면, 중국요리",서울특별시 성북구 동소문동2가 172,0,20점
8169,차이나칸,"중식당, 탕수육, 중국요리",서울시 성북구 장위동 316-3,4,19점
8170,하리원,"중국집, 짜장면, 중식당",서울특별시 성북구 삼선동2가 249,8,19점
8171,샤해루,"간짜장, 중국집, 중식당",서울특별시 성북구 삼선동4가 276,0,18점
8172,조가연마라탕,"마라탕, 마라샹궈, 중식당",서울특별시 성북구 하월곡동 37-93,0,18점
8173,전설의짬뽕,"짬뽕, 미니탕수육, 중식",서울특별시 성북구 안암동5가 102-44,6,17점
8174,흑도담,"수제소세지, 중국요리",서울특별시 성북구 삼선동5가 328,2,17점
8175,언니네반점,"중국가정식, 중국집, 중국요리",서울특별시 성북구 안암동5가 14-2,6,17점
8176,하이니하오,"마라탕, 마라샹궈, 중식당",서울특별시 성북구 동선동1가 85-17,2,15점
8177,콰이러,"중국집, 짜장면, 중국요리",서울시 성북구 정릉3동 716-78,12,15점
8178,조은포차,"가지튀김, 중식, 중국요리",서울특별시 성북구 동소문동5가 8,2,14점
8179,미스터왕,"중식, 짬뽕, 중국요리",서울특별시 성북구 안암동5가 134-98,4,13점
8180,홍콩반점0410,"짬뽕, 찹쌀탕수육, 중식",서울특별시 성북구 동선동1가 3-1,10,13점
8181,자미원,"중식당, 중국요리, 중식",서울특별시 성북구 삼선동4가 313,4,13점
8182,홍콩반점0410,"탕수육, 군만두, 중식당",서울특별시 성북구 안암동5가 103-29,2,13점
8183,짬뽕걸,"짬뽕, 굴짬뽕, 중국음식점",서울시 성북구 정릉2동 409-51,1,13점
8184,복성미식,"꿔바로우, 중국집, 중국요리",서울특별시 성북구 안암동5가 101-46,2,13점
8185,다래성,"탕짬면, 짬뽕국물, 중식당",서울특별시 성북구 종암동 23-61,1,13점
8186,사천장,"굴짬뽕, 중국집, 중식당",서울특별시 성북구 월곡1동 90-1661,1,13점
8187,라화쿵부,"마라탕, 마라샹궈, 중국요리",서울특별시 성북구 동선동1가 3-12,1,13점
8188,멘보샤,"멘보샤, 중화요리, 중식포차",서울특별시 성북구 종암동 84-34,1,13점
8189,착한짬뽕,"짬뽕, 탕수육, 중식당",서울특별시 성북구 하월곡동 35-4 2층,1,13점
8190,씽푸,"중화요리, 중국요리, 중식",서울특별시 성북구 동소문동3가 25,2,13점
8191,면발,"중화요리, 홍합, 중국요리",서울특별시 성북구 보문동2가 97,1,13점
8192,더씨,"중화요리, 깐풍기, 중국요리",서울특별시 성북구 안암동5가 101-3,1,13점
8193,요리왕,"중화요리, 탕수육, 중국요리",서울특별시 성북구 보문동1가 1-1,0,13점
8194,명가해물짬뽕,"탕수육, 중국집, 중식당",서울특별시 성북구 하월곡동 67-11,0,13점
8195,블랙,,서울특별시 성북구 장위동 230-94,0,13점
8196,차이니웍,"탕수육, 중국집, 중식당",서울특별시 성북구 안암동5가 104-290 2층,0,13점
8197,양산박,"중국집, 짜장, 중국요리",서울특별시 성북구 정릉4동 258-35,2,13점
8198,공자의식탁,"중식당, 짬뽕, 중국요리",서울특별시 성북구 길음동 1285,2,13점
8199,사랑,"마라탕, 마라샹궈, 중식당",서울특별시 성북구 안암동5가 101-66 101호,1,13점
8200,청도,"중국집, 탕수육, 중식",서울특별시 성북구 동소문동4가 230,3,12점
8201,오즈,"중식당, 중국요리, 중식",서울특별시 성북구 동선동5가 30,2,12점
8202,다리원중국집,"중국집, 탕수육",서울특별시 성북구 석관동 248-13,1,12점
8203,이용짬뽕전문가,"짬뽕, 중식당",서울특별시 성북구 보문동7가 22-5,1,12점
8204,설성번개반점,"자장면, 중국집",서울특별시 성북구 안암동5가 100-5,0,12점
8205,고려성,"중국집, 짜장면, 중식",서울특별시 성북구 안암동5가 134-35,0,12점
8206,영빈관,"찹쌀탕수육, 짜장면, 중식당",서울특별시 성북구 종암동 55-11,0,12점
8207,만리향,"중화요리, 짬뽕, 중식당",서울특별시 성북구 안암동2가 139-1,0,12점
8208,북경루,"중국집, 탕수육, 중식당",서울특별시 성북구 하월곡동 20,0,12점
8209,59쌀피자,"치즈난, 쌀피자, 중국집",서울특별시 성북구 종암동 70-1,0,12점
8210,베이커리더마가레트,"베이커리, 중식당",서울특별시 성북구 종암동 3-1343,0,12점
8211,흑룡강,"중화요리, 중식당, 중국집",서울특별시 성북구 동선동5가 141-1,0,12점
8212,보성각,"중국집, 볶음밥, 중식당",서울특별시 성북구 정릉동 854-2,0,12점
8213,홍짜장,"짜장면, 짬뽕, 중식당",서울특별시 성북구 정릉동 414-10,0,12점
8214,초림정,"중국집, 중식, 중식당",서울특별시 성북구 돈암동 48-4,1,12점
8215,멘보샤,"멘보샤, 고급중식당, 중식",서울특별시 성북구 종암동 3-368,0,12점
8216,국빈,"중국집, 중식당, 중화요리",서울특별시 성북구 보문동7가 35,0,12점
8217,중국관,,서울특별시 성북구 장위동 234-52,0,12점
8218,만리장성,"중국요리, 짬뽕국물, 중식당",서울특별시 성북구 하월곡동 88-239,0,12점
8219,삼성원,"냉짬뽕, 중국집, 중식당",서울특별시 성북구 정릉3동 894-11,0,12점
8220,취화루,"꽃게짬뽕, 해물쟁반짜장, 중식당",서울특별시 성북구 종암동 66-6,0,12점
8221,내동장,"간짜장, 중국집, 중식당",서울특별시 성북구 하월곡동 37-15,0,12점
8222,취홍,"중국집, 탕수육, 중식당",서울특별시 성북구 길음2동 1107,0,12점
8223,강서성,"왕새우짬뽕, 자장면, 중국요리",서울특별시 성북구 동소문동5가 59-5,0,12점
8224,북경,"중국집, 짜장면, 중국요리",서울특별시 성북구 정릉동 227-65,0,12점
8225,북경,"깐쇼새우, 중국집, 중국요리",서울특별시 성북구 동선동5가 134-2,0,12점
8226,다리원,"쟁반짜장, 중국음식, 중식당",서울특별시 성북구 석관동 248-13,0,12점
8227,대성각,"중국집, 중국요리, 중식당",서울특별시 성북구 정릉동 107-31,0,12점
8228,일품향,"짬짜면, 쟁반짜장, 중국요리",서울특별시 성북구 길음동 543-53,0,12점
8229,국빈,"중국집, 탕수육, 중국요리",서울특별시 성북구 종암동 3-680,0,12점
8230,린,,서울특별시 성북구 하월곡동 76-7,0,12점
8231,천안문,"중국집, 짜장면, 중국요리",서울특별시 성북구 길음동 1212,0,12점
8232,동해루,"꽃게짬뽕, 짬뽕, 중식당",서울특별시 성북구 하월곡동 27-107,0,12점
8233,삼미원,"중국집, 중식당",서울특별시 성북구 정릉1동 16-141,0,12점
8234,수연산방,"단호박빙수, 전통찻집, 카페",서울시 성북구 성북동 248,129,62점
8235,성북동빵공장,"빵집, 카페, 베이커리카페",서울특별시 성북구 성북동 330-105,38,57점
8236,알렉스더커피,"커피, 카페",서울특별시 성북구 성북동 260-38,91,57점
8237,MINNIM,"한옥카페, 카페",서울특별시 성북구 동선동2가 163,40,50점
8238,카페온더플랜,"자몽, 카페, 카페라떼",서울특별시 성북구 동선동1가 85-108,24,49점
8239,와플앨리,"와플, 젤라또, 와플카페",서울특별시 성북구 동선동2가 135-20,40,48점
8240,58도씨,"버블티, 대만, 카페",서울시 성북구 안암동 103-39,32,47점
8241,블랑제,"베이커리, 카페, 카페모카",서울특별시 성북구 성북동 270-1,10,45점
8242,카페,"빵집, 카페, cafe",서울특별시 성북구 석관동 168-23 그레도 제빵사,5,44점
8243,루틴,"카페, 디저트, 카페라떼",서울특별시 성북구 동선동3가 230,3,43점
8244,아뜰리에,"타르트, 카페, 카페라떼",서울시 성북구 동선동 3가 1-13,17,42점
8245,카페,"cafe, 카페, 디저트카페",서울특별시 성북구 동선동2가 128,6,41점
8246,정이정,"커피, 카페, 카페라떼",서울시 성북구 종암동 10-101,3,40점
8247,포도집,"와인, 브런치, 브런치카페",서울특별시 성북구 정릉동 132-2,3,36점
8248,리틀마나님,"비건, 카페",서울특별시 성북구 성북동 177-17,4,36점
8249,레인드롭,"머랭, 카페, 디저트카페",서울특별시 성북구 동선동2가 124,7,34점
8250,카페,카페,서울특별시 성북구 안암동5가 1-2,2,32점
8251,스타벅스,"녹차프라푸치노, 에스프레소, 카페",서울특별시 성북구 종암동 30,1,32점
8252,태극당,"빵집, 케이크, 카페",서울특별시 성북구 동선동1가 118-1,6,31점
8253,성북동,"갤러리카페, 카페",서울특별시 성북구 성북동1가 61,3,31점
8254,스타벅스,"슈크림, 카페, 카페라떼",서울특별시 성북구 종암동 3-686,1,31점
8255,뮈에,"커피, 베이커리카페, 카페",서울꿈의숲1,3,31점
8256,소마,"핸드드립, 카페, 카페라떼",서울특별시 성북구 성북동 63-44,8,31점
8257,카페,"카페, 커피",서울특별시 성북구 성북동1가 40,2,30점
8258,한스갤러리,"레스토랑, 카페, 카페라떼",서울특별시 성북구 정릉동 918-1,4,30점
8259,밀월,"한옥카페, 카페",서울특별시 성북구 동소문동4가 16,2,30점
8260,에이미스,"커피, 카페, 혼카페",서울시 성북구 석관동 340-38,1,30점
8261,카롱커피,"마카롱, 카페, 아이스카페라떼",서울특별시 성북구 길음동 1097,2,30점
8262,네이버후드,"카페, 카페라떼",서울 성북구 성북동 15-23,2,29점
8263,제뉴어리피크닉,"스위스, 카페, 북카페",서울특별시 성북구 성북동1가 48,5,29점
8264,바스크,"까눌레, 카페, 카페라떼",서울특별시 성북구 길음동 1171-14,6,29점
8265,숑디,"한옥카페, 카페",서울특별시 성북구 동선동2가 158,15,29점
8266,카페,"cafe, 티라미수, 까페",서울특별시 성북구 동선동2가 120,15,28점
8267,셀렉토커피,"커피, 카페, 혼카페",서울특별시 성북구 석관동 349-1 장위뉴타워1층,0,28점
8268,커피명가,"커피, 생딸기, 카페",서울특별시 성북구 안암동4가 7,17,28점
8269,커피날에,"커피, 카페, 카페라떼",서울특별시 성북구 안암동1가 266,0,28점
