,name,menu,address,zzim,rating
0,육회자매집,"육회덮밥, 육회, 육전",서울특별시 종로구 종로4가 177,728,88점
1,토속촌,"삼계탕, 오골계, 닭도리탕",서울특별시 종로구 체부동 85-1,648,85점
2,광화문,"메밀국수, 냉메밀, 국수",서울 종로구 청진동 24,889,83점
3,청진옥,"선지해장국, 해장국",서울특별시 종로구 청진동 183-1,592,82점
4,순희네,"빈대떡, 녹두빈대떡, 막걸리",서울특별시 종로구 종로5가 138-9 광장시장내,384,80점
5,깡통만두,"만두전골, 만두, 비빔국수",서울특별시 종로구 재동 84-22,642,79점
6,영춘옥,"꼬리곰탕, 곰탕",서울특별시 종로구 돈의동 131,345,79점
7,계림,"마늘닭, 닭도리탕, 닭볶음탕",서울특별시 종로구 종로3가 167,893,79점
8,유진식당,"평양냉면, 녹두지짐, 냉면",서울특별시 종로구 낙원동 221,380,78점
9,삼청동수제비,"수제비, 옹심이, 막걸리",서울특별시 종로구 삼청동 102,406,77점
10,순대실록,"순대스테이크, 순대, 뼈해장국",서울특별시 종로구 동숭동 1-41,544,76점
11,황소고집,"고추장불고기, 불고기백반, 백반",서울특별시 종로구 관철동 11-11,726,76점
12,삼해집,"굴보쌈, 감자탕",서울특별시 종로구 관수동 42,312,74점
13,혜화,"생선튀김, 칼국수, 사골칼국수",서울특별시 종로구 혜화동 84-3,398,74점
14,체부동잔치집,"들깨칼국수, 잔치국수",서울특별시 종로구 체부동 190,334,73점
15,찬양집,"해물칼국수, 칼국수",서울특별시 종로구 돈의동 27,537,73점
16,계열사,"후라이드치킨, 치킨, 닭도리탕",서울특별시 종로구 부암동 258-3,282,73점
17,안주마을,"실내포장마차, 술집, 고등어구이",서울특별시 종로구 내자동 1-2,174,72점
18,부촌육회,"육회, 소고기무국, 육회비빔밥",서울특별시 종로구 종로4가 165-11,113,70점
19,싱싱해물나라,"고등어회, 활고등어회, 알탕",서울시 종로구 관철동 11-2 2층,247,69점
20,잘빠진메밀,"메밀, 메밀막국수, 막걸리",서울특별시 종로구 통인동 118-3 지하1층,313,69점
21,이문설농탕,"설농탕, 설렁탕, 곰탕",서울특별시 종로구 견지동 88,464,69점
22,황생가칼국수,"사골칼국수, 칼국수",서울특별시 종로구 소격동 84,178,69점
23,광화문집,"김치찌개, 돼지김치찌개",서울특별시 종로구 당주동 43,478,69점
24,일미식당,"청국장, 청국장찌개",서울특별시 종로구 낙원동 284-6 낙원상가 B1 148호,319,67점
25,창화당,"만두, 새우만두, 김치말이국수",서울특별시 종로구 익선동 174 1층,174,67점
26,대성집,"도가니탕, 도가니수육, 한식",서울특별시 종로구 행촌동 209-35,177,68점
27,식탁의목적,"집밥, 한식",서울특별시 종로구 명륜2가 181 2층,289,67점
28,박가네,"빈대떡, 육회, 막걸리",서울시 종로구 예지동 293-1 광장시장,102,67점
29,호반,"병어, 한식, 꽁치조림",서울특별시 종로구 낙원동 85-7,170,66점
30,진옥화할매,"닭한마리, 닭칼국수, 닭도리탕",서울특별시 종로구 종로5가 265-22,163,66점
31,송정식당,"생선구이, 순두부찌개",서울특별시 종로구 종로5가 443,181,66점
32,나누미,"떡볶이, 부산어묵, 김밥",서울특별시 종로구 명륜2가 225,168,66점
33,평안도만두집,"만두전골, 만두, 김치말이국수",서울특별시 종로구 내수동 167 대우복합빌딩 지하1층,280,66점
34,큰기와집,"간장게장, 게장",서울시 종로구 소격동 122-3,273,65점
35,도토리브라더스,"일본가정식, 스테이크정식, 한식",서울특별시 종로구 신문로2가 1-248,45,65점
36,도마,"된장찌개, 한식",서울특별시 종로구 관훈동 15-1,92,64점
37,원조원할매닭한마리,"닭한마리, 칼국수, 닭칼국수",서울시 종로구 종로5가 282-21,130,64점
38,백제정육점,"육회, 육회비빔밥, 고기집",서울시 종로구 효제동 155,156,64점
39,서린낙지,"낙지볶음, 낙지, 파전",서울시 종로구 종로1가 24 르메이에르 종로타운 2층,265,64점
40,메밀향그집,"메밀, 메밀전, 닭볶음탕",서울특별시 종로구 명륜4가 72-3,254,63점
41,사발,"퓨전한식, 한식",서울시 종로구 내수동 72,131,63점
42,북막골,"왕갈비찜, 갈비, 보쌈",서울특별시 종로구 삼청동 30-2,239,63점
43,할매집,"감자탕, 족발",서울특별시 종로구 내자동 108,173,63점
44,북촌손만두,"손만두, 새우만두, 냉면",서울특별시 종로구 관훈동 42-2,275,63점
45,창신육회,"육회덮밥, 육회, 비빔밥",서울특별시 종로구 종로4가 165-4,110,63점
46,통나무식당,"아구찜, 해물, 해물아구찜",서울특별시 종로구 낙원동 45-3,160,63점
47,명륜건강원,"집밥, 백반, 제육볶음",서울특별시 종로구 명륜2가 237 아남아파트,115,62점
48,남도분식,"상추튀김, 떡볶이, 김밥",서울특별시 종로구 소격동 36,78,62점
49,한일식당,"생선구이, 삼치구이, 고등어구이",서울시 종로구 관수동 43-2,115,62점
50,옛날민속집,"두부, 콩비지, 간장게장",서울특별시 종로구 구기동 64-5,127,61점
51,잘빠진메밀,"만두전골, 메밀, 막걸리",서울특별시 종로구 묘동 3-1,51,61점
52,뚝배기집,"뚝배기, 우렁된장찌개, 김치찌개",서울시 종로구 관철동 5-1,129,61점
53,백부장집닭한마리,"닭한마리, 닭, 닭도리탕",서울특별시 종로구 공평동 129,85,61점
54,국수찾아닭만리,"국수, 짜글이, 멸치국수",서울특별시 종로구 낙원동 110,56,61점
55,교대이층집,"통삼겹, 고기집, 김치찌개",서울특별시 종로구 견지동 110,135,61점
56,화목순대국전문,"순대국, 내장탕, 순대국밥",서울특별시 종로구 당주동 160,58,60점
57,광화문뚝감,"감자탕, 뚝배기, 김치찌개",서울시 종로구 당주동 128-14,76,60점
58,툇마루집,"된장비빔밥, 강된장, 북어국",서울시 종로구 인사동 4-1 중원빌딩 지하1층-2층,83,60점
59,익선동121,"된장비빔밥, 카레, 모던한식",서울특별시 종로구 익선동 121,174,60점
60,명동닭한마리,"닭한마리, 닭칼국수, 닭볶음탕",서울특별시 종로구 종로5가 265-8,58,59점
61,원조누드김밥,"누드김밥, 잡채, 김밥",서울특별시 종로구 예지동 2-1 광장시장 내 41호,125,59점
62,대련집,"사골칼국수, 칼국수",서울특별시 종로구 관수동 163,37,59점
63,더미,"한우전문, 한우, 된장찌개",서울특별시 종로구 종로1가 24,53,59점
64,돈까스백반,"무한리필돈까스, 돈까스, 백반",서울시 종로구 신문로 2가 1-152,73,59점
65,수정식당,"제육쌈밥, 쌈밥",서울특별시 종로구 관철동 23,79,58점
66,민들레처럼,"동동주, 술집, 막걸리",서울특별시 종로구 동숭동 25-7,122,58점
67,은성회집,"대구매운탕, 대구탕, 알탕",서울시 종로구 예지동 3-2,96,57점
68,옥천매운족발,"매운족발, 족발",서울특별시 종로구 창신1동 142-27,166,56점
69,이강순실비집,"실비집, 낙지볶음, 감자탕",서울특별시 종로구 관철동 11-11,92,56점
70,눈나무집,"김치말이국수, 떡갈비, 국수",서울시 종로구 삼청동 20-8,199,56점
71,창신동매운족발,"매운족발, 족발",서울특별시 종로구 창신동 581-5,90,56점
72,남도식당,"연탄삼겹살, 고추장삼겹살",서울특별시 종로구 청진동 204-1,400,56점
73,명륜,"손칼국수, 칼국수",서울시 종로구 명륜1가 31-23,58,56점
74,산정집,"고기말이, 소고기말이, 내장전골",서울특별시 종로구 당주동 3-2 선덕빌딩 2층,53,55점
75,북악정,"소갈비, 갈비, 고기집",서울특별시 종로구 평창동 114-12,56,55점
76,부영,"도가니탕, 곰탕, 설렁탕",서울시 종로구 삼청동 25,40,55점
77,육미,"선술집, 세꼬시, 닭도리탕",서울시 종로구 인사동 255,61,55점
78,주유별장,"한식주점, 술집, 막걸리",서울특별시 종로구 청진동 246,67,55점
79,낙산냉면,"매운냉면, 냉면",서울특별시 종로구 창신동 81-8,135,55점
80,소소한,"퓨전한정식, 한정식",서울특별시 종로구 부암동 239-13,82,55점
81,모티집,"막국수, 돼지수육, 보쌈",서울시 종로구 동숭동 199-21,54,55점
82,용호동낙지,"낙곱새, 낙새, 낙지두루치기",서울특별시 종로구 청진동 70,19,55점
83,중경삼림,"흑돼지, 돼지고기, 고기집",서울특별시 종로구 계동 79-6,40,55점
84,오죽이네,"닭매운탕, 닭볶음탕, 닭도리탕",서울특별시 종로구 익선동 160-3,55,55점
85,강촌쌈밥,"쌈밥, 쌈밥정식",서울특별시 종로구 평창동 460-1,46,54점
86,택대리네,"마늘보쌈, 밤막걸리",서울특별시 종로구 관훈동 29-4,46,54점
87,서울식품,"가맥, 막걸리",서울특별시 종로구 관수동 102-1,26,54점
88,프롬더맘,"집밥, 한식, 한정식",서울특별시 종로구 소격동 102-2,29,54점
89,익선반주,"퓨전한식, 한식",서울특별시 종로구 익선동 166-21,44,54점
90,부부식당,"집밥, 밥집, 한식",서울특별시 종로구 동숭동 1-152,44,54점
91,신촌황소곱창,"소곱창, 곱창, 한식",서울시 종로구 관철동 12-23,94,53점
92,종로설렁탕,"꼬리수육, 설렁탕, 곰탕",서울시 종로구 종로3가 107-1,35,53점
93,바오쯔,"수제만두, 만두, 칼국수",서울특별시 종로구 혜화동 84-1,31,53점
94,강남면옥,"갈비찜, 회냉면",서울특별시 종로구 신문로2가 12-5,23,53점
95,평가옥,"어복쟁반, 평양냉면, 냉면",서울시 종로구 내수동 1,84,53점
96,김진목삼,"목살, 삼겹살, 고기집",서울특별시 종로구 필운동 154,28,53점
97,달의뒷편,"전통주점, 술집, 막걸리",서울시 종로구 인사동 223,80,53점
98,골동면,"납작만두, 국수, 김치말이국수",서울시 종로구 동숭동 1-45,111,53점
99,마당너른집,"들깨삼계탕, 삼계탕",서울시 종로구 동숭동 130-45,47,53점
100,포담,"딤섬, 샤오롱빠오, 중식당",서울특별시 종로구 통인동 137-7,339,69점
101,동북화과왕,"양꼬치, 마파두부, 중국요리",서울시 종로구 창신동 463-1 2층,82,62점
102,소친친,"퓨전중식, 중식당",서울특별시 종로구 명륜4가 62,41,61점
103,영화루,"고추간짜장, 중국집, 중식",서울특별시 종로구 누하동 25-1,84,60점
104,몽중헌,"딤섬, 중식당, 고급중식당",서울시 종로구 화동 117,68,57점
105,우육면관,"우육면, 중식당",서울특별시 종로구 관철동 11-11,35,57점
106,유유안,"북경오리, 중식당, 중식",서울특별시 종로구 당주동 29 포시즌호텔 11층,59,56점
107,샤오바오,"우육면, 꿔바로우, 중식",서울특별시 종로구 관철동 12-24,19,55점
108,마라샹궈,"마라샹궈, 훠궈, 중식당",서울시 종로구 통인동 147-15,123,54점
109,탕화쿵푸,"마라탕, 중국음식, 중식당",서울특별시 종로구 신문로1가 163,17,53점
110,차알,"미국식, 차이니즈레스토랑, 중식",서울특별시 종로구 청진동 246 D타워 리플레이스 광화문 3층,129,52점
111,안래홍,"유니짜장, 중국집, 중식",서울시 종로구 공평동 132,30,52점
112,홍콩반점0410,"탕수육, 짬뽕, 중국요리",서울특별시 종로구 동숭동 1-105 지하1층,44,51점
113,취천루,"만두, 교자, 중국요리",서울특별시 종로구 체부동 26,28,51점
114,라매자,"마라탕, 중식당",서울 종로구 명륜2가 216-2 2층,1,51점
115,천향록,"마라탕, 마라샹궈, 중식당",서울특별시 종로구 명륜2가 211,14,48점
116,하이디라오,"훠궈, 마라탕, 중식당",서울특별시 종로구 혜화동 90-18,3,46점
117,뉴문,"중식당, 짬뽕, 중국요리",서울시 종로구 내수동 110-39,14,45점
118,홍릉각,"간짜장, 짬뽕, 중국요리",서울특별시 종로구 종로5가 52-1,26,43점
119,중국,"중국집, 짜장면, 중국요리",서울시 종로구 청운동 59-4,17,41점
120,소고산제일루,"훠궈, 꿔바로우, 중식당",서울특별시 종로구 청진동 128,20,40점
121,탕화쿵부,"마라탕, 마라샹궈, 중식당",서울 종로구 창신동 497-1,4,39점
122,홍롱롱,"딤섬, 교자, 중식",서울특별시 종로구 익선동 166-33,9,38점
123,라공방,"마라탕, 마라샹궈, 중식당",서울특별시 종로구 관철동 45-1 1층,0,37점
124,금문,"중국집, 간짜장, 중식당",서울특별시 종로구 혜화동 122-5,11,34점
125,금용문,"중식당, 짬뽕, 고급중식당",서울특별시 종로구 내수동 1,5,33점
126,홍성원,"중국집, 고추잡채, 중국요리",서울특별시 종로구 견지동 110 대성스카이렉스 2층,15,32점
127,저팔계식당,"꿔바로우, 덮밥, 중국요리",서울특별시 종로구 명륜3가 1-215,9,31점
128,홍콩반점0410,"짬뽕, 볶음짬뽕, 중식",서울특별시 종로구 관수동 4-4,2,30점
129,크리스탈드래곤,"딤섬, 탄탄면, 중식",서울특별시 종로구 공평동 6 종로타워,13,30점
130,리춘시장,"꿔바로우, 중화요리, 중국요리",서울특별시 종로구 혜화동 167-3,1,30점
131,오세계향,"채식, 비건, 중식",서울시 종로구 관훈동 59,33,29점
132,마라공방,"마라탕, 마라샹궈, 중식당",서울특별시 종로구 견지동 109,0,29점
133,만차이,"중식당, 짜장면, 중식",서울특별시 종로구 종로4가 8,3,28점
134,황산샤브샤브,"훠궈, 중국식샤브샤브, 중식당",서울특별시 종로구 수송동 58,14,27점
135,동천홍,"낙지짬뽕, 중국집, 중식",서울시 종로구 당주동 21-1 2F (놀부부대찌개 건물 2층),11,27점
136,가부,"중국집, 짜장면, 중식",서울특별시 종로구 혜화동 16-8,2,26점
137,덕성각,"옛날짜장, 중화요리, 중식",서울 종로구 종로5가 274,2,25점
138,형제무한리필샤브뷔페,"훠궈, 샤브샤브, 중식당",서울특별시 종로구 창신동 651-11,2,25점
139,삼성원,"중국집, 짜장면, 중국요리",서울시 종로구 종로4가 5 한일빌딩 지하1층,3,25점
140,아메리칸,"퓨전중식, 중식당",서울시 종로구 체부동 122,2,25점
141,호인가,"꿔바로우, 마라탕, 중식당",서울특별시 종로구 동숭동 128-16 2층,0,25점
142,메이탄,"중식, 중국요리, 중식당",서울특별시 종로구 교남동 50-1,8,25점
143,동방미식,"마라탕, 마라샹궈, 중식당",서울특별시 종로구 돈의동 55 종로3가 6번 출구,3,24점
144,라화쿵부,"마라탕, 마라샹궈, 중국음식점",서울특별시 종로구 창신동 651-11,11,23점
145,쏘핫,"마라샹궈, 마라탕, 중식당",서울특별시 종로구 관철동 175 지하1층,3,23점
146,동북풍미분식,"마라탕, 마라샹궈, 중식당",서울특별시 종로구 창신동 444-9,0,22점
147,아량,"탕수육, 중국집, 중식당",서울특별시 종로구 적선동 17,2,22점
148,쿵푸마라탕,"마라탕, 마라샹궈, 중식당",서울특별시 종로구 명륜4가 53,4,22점
149,라사천,"마라탕, 마라샹궈, 중식당",서울특별시 종로구 동숭동 1-96 2층,0,22점
150,베이징코야,"북경오리, 베이징덕, 중국요리",서울시 종로구 수송동 51-8 3F,22,22점
151,하림각,"중식당, 짜장면, 고급중식당",서울시 종로구 부암동 190-3,3,22점
152,길운구락부,"중식당, 고급중식당, 중국요리",서울특별시 종로구 삼청동 118-3,0,22점
153,란저우,"우육면, 중식당, 중국집",서울 종로구 부암동 260-1,1,22점
154,광화문짬뽕,"짬뽕, 짬뽕밥, 중식당",서울특별시 종로구 종로1가 24,3,21점
155,훠궈나라,"무한리필훠궈, 중식당",서울특별시 종로구 명륜2가 187,0,21점
156,희래성,"탕수육, 중국집, 중식당",서울특별시 종로구 익선동 103,0,20점
157,호가양꼬치,"양꼬치, 양갈비, 중식당",서울특별시 종로구 수송동 71-2,2,20점
158,만보성,"중국집, 짜장면, 중국요리",서울특별시 종로구 관철동 32-5,1,20점
159,홍차오,"깐풍기, 중화요리, 중국요리",서울시 종로구 종로1가 24 르메이에르종로타운,0,20점
160,이화,"짬뽕, 중국집, 중식당",서울특별시 종로구 이화동 134,0,20점
161,야래향,"중국집, 짜장면, 중국요리",서울특별시 종로구 인의동 22-1,1,20점
162,동대문양육관점,"양꼬치, 훠궈, 중국요리",서울특별시 종로구 창신동 525-1,4,20점
163,원보양꼬치,"양꼬치, 양탕, 중국요리",서울특별시 종로구 창신동 510-3,3,20점
164,서호장,"오향장육, 중국집, 중식",서울특별시 종로구 관수동 13,9,19점
165,희래식당,"마라탕, 마라샹궈, 중식당",서울특별시 종로구 명륜2가 183,0,19점
166,쏘투더핫,"마라탕, 마라샹궈, 중식당",서울 종로구 창신동 492-1,0,19점
167,마라탕,"마라탕, 마라샹궈, 중식당",서울 종로구 창신동 497-1,0,19점
168,신승관,"짜장면, 물만두, 중국요리",서울특별시 종로구 서린동 70 알파빌딩 지하1층,15,18점
169,신신원,"볶음밥, 중국집, 중국요리",서울시 종로구 종로6가 123-1,9,18점
170,레드차이나,"중국요리, 짬뽕, 고급중식당",서울특별시 종로구 창신동 243,2,17점
171,탕화쿵푸,"마라탕, 중식당",서울특별시 종로구 명륜2가 32 2층,1,17점
172,금문장,"짜장, 중화요리, 중식당",서울특별시 종로구 숭인동 61-30,6,17점
173,전설의짬뽕,"짬뽕, 짜장면, 중국집",서울특별시 종로구 종로3가 107-2,3,17점
174,짬뽕지존,"짬뽕, 중국집, 중식당",서울특별시 종로구 관철동 11-13,0,17점
175,차이797,"딤섬, 중식, 중식당",서울특별시 종로구 도렴동 65,8,17점
176,세종클럽,"딤섬, 샤브샤브, 중식",서울특별시 종로구 내수동 1,1,17점
177,동성각,"간짜장, 중국집, 중국요리",서울시 종로구 당주동 18,10,16점
178,일품향,"수타짜장, 중국집, 중식",서울특별시 종로구 종로4가 8,8,16점
179,하궁,"비건, 중국집, 중국요리",서울시 종로구 삼청동 73,11,16점
180,크리스탈제이드,"딤섬, 상해식, 고급중식당",서울특별시 종로구 사간동 100 서머셋팰리스1,4,16점
181,미각양꼬치,"양꼬치, 꿔바로우, 중화요리",서울특별시 종로구 청진동 3-3,3,16점
182,친니,"중식당, 탕수육, 고급중식당",서울시 종로구 세종로 81-3 세종문화회관 지하 1층,5,15점
183,중화가정,"중국집, 유린기, 중국요리",서울특별시 종로구 동숭동 1-76,3,14점
184,화자위엔,"북경오리, 베이징덕, 고급중식당","서울특별시 종로구 신영동 5-5 1층, 2층",4,14점
185,그옛날손짜장,"손짜장, 수타면, 중식당",서울특별시 종로구 효자동 70-1,2,14점
186,메이차이나,"중식, 중식당, 중화요리",서울특별시 종로구 운니동 95,2,14점
187,대륙,"수타면, 중국집, 중식당",서울특별시 종로구 종로3가 20,2,14점
188,상해,"수타짜장, 중국집, 중국요리",서울특별시 종로구 관철동 5-12,4,14점
189,홍콩반점0410,"짬뽕, 짜장면, 중식당",서울특별시 종로구 숭인동 310,1,14점
190,불이아,"훠궈, 중국식샤브샤브, 중식당",서울특별시 종로구 동숭동 25-10,6,14점
191,대상하이샤브꼬치성,"양다리통구이, 양꼬치, 중국요리",서울특별시 종로구 창신동 497-2,2,13점
192,젠,"중식당, 퓨전레스토랑, 중국음식점",서울시 종로구 신문로2가 12-5 3F (스타식스 정동 신관 3층),2,13점
193,공화춘,"중국집, 중국요리, 중식",서울특별시 종로구 평동 180,2,13점
194,가봉루,"중국집, 짜장면, 중국요리",서울시 종로구 세종로 159,8,13점
195,청우,"중국집, 짬뽕, 중국요리",서울특별시 종로구 체부동 29-2,6,13점
196,초향,"중국집, 찹쌀탕수육, 중국요리",서울특별시 종로구 효제동 19-4,4,13점
197,자원방래,"정통중국요리, 우육탕면, 고급중식당",서울특별시 종로구 소격동 87-1,2,13점
198,중국관,"중국집, 짬뽕, 중식",서울시 종로구 종로1가 24 르메이에르 종로타운 지하1층 109-2호,1,13점
199,수,"칵테일, 중국집, 중식",서울특별시 종로구 내수동 110-5,1,13점
200,포비,"베이글, 플레인베이글, 카페",서울특별시 종로구 청진동 268-2,144,76점
201,독일주택,"수제맥주, 카페, 한옥카페",서울특별시 종로구 명륜4가 45-1,666,75점
202,레이어드,"스콘, 카페, 카페라떼",서울특별시 종로구 재동 84-14,165,74점
203,학림다방,"다방, 카페, 혼카페",서울시 종로구 명륜4가 94-2,238,72점
204,식물,"식물카페, 카페",서울특별시 종로구 익선동 166-62,391,71점
205,통인스윗,"에그타르트, 타르트, 카페",서울특별시 종로구 통인동 73,172,70점
206,테라로사,"브런치, 카페, 브런치카페",서울특별시 종로구 중학동 19 더케이트윈타워 B동 1층,181,68점
207,반쥴,"홍차, 카페, 재즈카페",서울특별시 종로구 관철동 12-16,177,68점
208,미술관옆집,"카페, 커피, 까페",서울특별시 종로구 통의동 35-37,134,67점
209,스노브,"케이크, 카페, 카페라떼",서울특별시 종로구 명륜4가 85-1,182,66점
210,카페,"리코타치즈샐러드, 카페, 브런치카페",서울특별시 종로구 중학동 19,225,66점
211,스코프,"스콘, 빵집, 카페",서울특별시 종로구 누하동 90-2,85,65점
212,스코프,"스콘, 빵집, 카페",서울특별시 종로구 부암동 278-5,108,64점
213,에일당,"에일, 수제맥주, 카페",서울특별시 종로구 익선동 166-34,138,64점
214,뎀셀브즈,"밀푀유, 카페, 카페라떼",서울특별시 종로구 관철동 28-3,192,64점
215,커피방앗간,"커피, 와플, 카페",서울시 종로구 화동 102-1,172,63점
216,동숭동커피,"핸드드립커피, 카페, 카페라떼",서울특별시 종로구 동숭동 130-63,65,62점
217,서울커피,"앙버터, 카페, 한옥카페",서울특별시 종로구 익선동 166-31,89,62점
218,안국153,"빵집, 앙버터, 카페",서울특별시 종로구 안국동 153,65,61점
219,소금집,"잠봉뵈르, 바게트샌드위치, 카페",서울특별시 종로구 계동 101-12 1층,31,61점
220,차,"한옥카페, 전통찻집, 카페",서울시 종로구 삼청동 35-169,190,61점
221,부빙,"빙수, 단호박빙수, 카페",서울시 종로구 부암동 254-3,31,61점
222,어니언,"카페, 베이커리, 까페",서울특별시 종로구 계동 146-1,27,60점
223,프앙디,"마카롱, 카페, 디저트카페",서울특별시 종로구 익선동 166-44,60,60점
224,스펙터,"앙버터, 카페, 한옥카페",서울특별시 종로구 통인동 48-2,79,59점
225,반짝반짝,"전통찻집, 찻집, 카페",서울특별시 종로구 관훈동 6 2층,214,58점
226,커피공방,"커피, 핸드드립, 카페",서울특별시 종로구 통인동 118-3,67,58점
227,C,"케이크, 카페",서울특별시 종로구 소격동 125,140,57점
228,엘리,"한옥카페, 카페",서울특별시 종로구 익선동 166-40,99,57점
229,슬로우레시피,"브런치카페, 카페",서울특별시 종로구 통의동 91-43,102,56점
230,북촌빙수,"빙수, 밀크팥빙수, 카페",서울특별시 종로구 팔판동 63-3,77,56점
231,커피스트,"비엔나커피, 커피, 카페",서울시 종로구 신문로2가 1-335,55,56점
232,클럽,"에스프레소, 로스팅, 카페",서울시 종로구 부암동 257-1,51,56점
233,나무사이로,"한옥카페, 카페",서울시 종로구 내수동 71 1F (경희궁의아침 2단지 102호),78,56점
234,카페,"함박스테이크, 카페, 브런치카페",서울시 종로구 세종로 139-8 일민미술관 1층,52,56점
235,카페,"테린, 카페, 디저트카페",서울특별시 종로구 명륜4가 154-2,47,55점
236,산모퉁이,"커피, 카페, 카페라떼",서울특별시 종로구 부암동 97-5,101,54점
237,동백양과점,"수플레, 카페, 혼카페",서울특별시 종로구 익선동 166-73,42,54점
238,블루보틀,"카페, 디저트, 한옥카페",서울특별시 종로구 소격동 86,13,54점
239,사직커피,"커피, 카페, 혼카페",서울특별시 종로구 사직동 303,28,54점
240,모베터블루스,"자몽, 카페, 까페",서울특별시 종로구 동숭동 26,70,54점
241,스타벅스,"슈크림, 카페, 카페라떼",서울특별시 종로구 동숭동 30,1,54점
242,망원동티라미수,"티라미수, 카페, 디저트카페",서울특별시 종로구 낙원동 120-2,14,53점
243,더,카페,서울특별시 종로구 평창동 444-1,28,53점
244,재즈스토리,"카페, 떡볶이, 재즈카페",서울특별시 종로구 동숭동 1-138,103,53점
245,mk2,"자몽타르트, 카페, 혼카페",서울시 종로구 창성동 122-2,68,53점
246,오무사,"벌꿀, 카페",서울특별시 종로구 옥인동 47-56,35,53점
247,우드앤브릭,"베이커리카페, 카페",서울특별시 종로구 재동 5-2,64,52점
248,달새는,"전통찻집, 찻집, 카페",서울시 종로구 관훈동 60,81,52점
249,데미타스,"찹스테이크, 카페",서울특별시 종로구 부암동 254-5 2층,71,52점
250,밀토스트,"토스트, 카페, 혼카페",서울특별시 종로구 돈의동 21-3,10,52점
251,포비브라이트,"커피, 카페, 혼카페",서울특별시 종로구 신문로1가 115,6,52점
252,뜰안,"전통찻집, 카페, 한옥카페",서울시 종로구 익선동 166-76,47,52점
253,서촌음료연구소,"프라페, 카페, 혼카페",서울특별시 종로구 누하동 77-20,12,52점
254,개뿔,"루프탑, 카페, 갤러리카페",서울특별시 종로구 이화동 9-70,11,52점
255,오설록,"티하우스, 녹차, 카페",서울시 종로구 관훈동 170,44,52점
256,프릳츠,"한옥카페, 카페",서울특별시 종로구 원서동 221-1,14,52점
257,호아드,"갤러리카페, 카페",서울특별시 종로구 사간동 7,32,51점
258,스텝픽스,"커피, 카페",서울특별시 종로구 필운동 32-1,5,51점
259,아델라베일리,"레스토랑, 카페",서울특별시 종로구 부암동 23-3,55,51점
260,빌리엔젤,"케이크, 카페, 카페라떼",서울특별시 종로구 동숭동 1-97,45,51점
261,아스타르테,"디저트카페, 카페",서울특별시 종로구 누하동 17-2,42,51점
262,마당,"플라워카페, 한옥카페",서울특별시 종로구 익선동 166-23,24,51점
263,스타벅스,"카페라떼, 카페",서울특별시 종로구 종로2가 6 종로타워,3,51점
264,롤링핀,"식빵, 카페, 베이커리카페",서울특별시 종로구 계동 140-44,66,51점
265,오제도카페,"와인, 카페, 혼카페",서울특별시 종로구 종로5가 104-1,9,50점
266,르브리에,"프렌치토스트, 브런치, 브런치카페",서울특별시 종로구 팔판동 57,18,50점
267,그린마일커피,"루프탑, 카페, 한옥카페",서울특별시 종로구 가회동 11-49,18,50점
268,플리퍼스,"수플레팬케익, 카페, 디저트카페",서울특별시 종로구 익선동 168-1,7,50점
269,낫컴플리트,"커피, 카페, 혼카페",서울특별시 종로구 명륜2가 150-2 2층,4,50점
270,아름다운,"찻집, 카페, 한옥카페",서울시 종로구 인사동 193-1,20,50점
271,크래프트베이스,"시래기, 펍, 카페",서울특별시 종로구 창신동 461-2,45,50점
272,슬로우스텝,"루프탑, 카페, 좌식카페",서울특별시 종로구 동숭동 1-76 3층,56,50점
273,헤르만의정원,"홍차, 카페, 혼카페",서울특별시 종로구 옥인동 39,9,49점
274,펠트,"카페, 카페라떼, 카페모카",서울특별시 종로구 청진동 246,4,49점
275,청수당,"커피, 카페, 디저트카페",서울특별시 종로구 익선동 144,13,48점
276,별다방,"냄비빙수, 카페, 이색카페",서울시 종로구 관훈동 144 2F,27,48점
277,한옥찻집,"한옥카페, 전통차, 카페",서울시 종로구 관훈동 64,6,48점
278,밀크홀1937,"밀크티, 카페, 디저트카페",서울특별시 종로구 종로2가 71-5,5,48점
279,고디바,"다크초콜릿, 아이스크림, 카페",서울특별시 종로구 세종로 202-1,8,47점
280,티,"한방카페, 카페",서울시 종로구 안국동 6-1,31,47점
281,북한산제빵소,,서울특별시 종로구 내수동 110-9,4,46점
282,나무요일,"와인바, 와인, 카페",서울시 종로구 명륜4가 154-3 2F,20,45점
283,카페,"cafe, 브라우니, 카페",서울시 종로구 통의동 35-11,69,44점
284,타이거슈가,"흑당버블티, 카페, 카페라떼",서울특별시 종로구 동숭동 1-11 1층,1,44점
285,꾸까,"커피, 카페, 카페라떼",서울시 종로구 사간동 125-2 2층,4,44점
286,아라리오,"한옥카페, 카페",서울특별시 종로구 원서동 219,54,43점
287,소적두,"팥빙수, 단팥죽, 카페",서울특별시 종로구 소격동 121,15,43점
288,마띠에르,"카페, 커피, 디저트카페",서울특별시 종로구 명륜4가 168-2,5,43점
289,별달밤,"카페, 혼카페",서울특별시 종로구 명륜1가 98-1,7,42점
290,자작나무이야기,"한옥카페, 카페",서울특별시 종로구 소격동 157-4,10,41점
291,폴루이트,"카페, 커피, 카페모카",서울특별시 종로구 관철동 18-3,5,41점
