,station,name,ribbonType,menu,priceRange
588,노원,진천막국수,NOT,"막국수(7천원, 곱빼기 8천원), 수육(소 1만원, 대 1만5천원), 메밀왕만두(5천원)",1만원 미만
589,노원,참누렁소가든,NOT,"생갈비(200g 2만5천원), 살치살, 안창살(각 100g 4만원), 꽃등심(130g 4만8천원),갈비탕(1만6천원), 육개장(1만5천원), 육회비빔밥정식(1만6천원), 냉면(7천원)",4~10만원대
590,당산,곱(문래점),RIBBON_ONE,"모둠구이(250g 2만원), 황소곱창(250g 2만3천원), 대창구이(280g 2만원), 막창구이(220g 1만9천원), 특양구이(160g 2만5천원)",1만원 미만
591,당산,동경화로(문래점),RIBBON_ONE,"프리미엄세트(600g 13만4천원), 동경세트(450g 9만9천원), 화로세트(300g 6만9천원), 동경코스(4만5천원), 육사시미(150g 3만8천원), 새우살(150g 4만2천원), 살치살(150g 4만원)",4~10만원대
592,당산,욥,RIBBON_ONE,"팽오쇼콜라, 크랜베리롤, 아몬드크루아상(각 2천7백원), 갈릭포카치아(3천3백원), 콩고구마식빵(4천3백원), 무화과시폰(half 5천원), 치아바타(3천9백원), 치즈만주(6구 6천원, 10구 1만원)",1만원 미만
593,당산,강릉생태막회집,NOT,"막회(3만원), 백골뱅이, 문어, 노가리찜, 가자미구이(각 1만5천원), 가자미탕(1만2천원), 곰치탕, 생태탕, 대구탕(각 1만4천원)",2~4만원대
594,당산,규담,NOT,"양지쌀국수(9천8백원), 분보남보(1만1천원), 파파야샐러드(1만3천원), 넴(1만원), 소고기찹스테이크(1만4천원), 크래프트비어(5천5백원~8천원), 병맥주(6천원~9천원)",1~2만원대
595,당산,금강산돼지갈비,NOT,"뼈없는돼지갈비, 삼겹살, 차돌박이(각 4천원), 특왕갈비, 특삼겹살(각 7천원), 왕갈비, 갈비탕, 녹차냉면(각 5천원)",1~2만원대
596,당산,기찻길연탄불생고기,NOT,"생고기,양념갈비(각 9천원), 항정살(1만원), 갈빗살(1만2천원), 껍데기(5천원)",1~2만원대
597,당산,내당동섬,NOT,"해산물모둠(독도 2만8천원, 울릉도 3만8천원, 제주도 4만8천원, 하와이7만원), 해산물단품(1만원~3만8천원), 새우(3만8천원~4만3천원), 작은조개탕(2만원), 섬해물라면(5천원, 1만원)",4~10만원대
598,당산,당산마루,NOT,"한정식(4인 10만원, 15만원, 20만원), 영양밥(1만5천원) ",2~4만원대
599,당산,당산원조곱창,NOT,"모둠곱창, 막창(각 250g 2만2천원), 양깃머리, 순곱창(각 250g 2만5천원), 김치볶음밥(3천원)",2~4만원대
600,당산,대관원,NOT,"짜장면(5천원), 삼선간짜장(8천원), 삼선짬뽕(9천원), 볶음밥(6천원), 탕수육(소 1만2천원, 중 1만7천원, 대 2만3천원), 깐풍기(소 1만3천원, 중 2만5천원, 대 3만7천원), 동파육(3만2천원), 코스(2만8천원~8만8천원)",1~2만원대
601,당산,대우장,NOT,"토종닭백숙, 토종닭볶음탕(각 4만5천원), 도토리빈대떡, 두부, 도토리묵(각 7천원), 해물파전(1만원)",2~4만원대
602,당산,더함한우골,NOT,"한우깍둑등심, 한우안심(각 150g 4만5천원), 한우모둠스페셜(400g 9만원), 신석기갈비(1.2kg 18만원), 곱창국밥(9천원), 된장전골(8천원)",4~10만원대
603,당산,베르두레,NOT,"샐러드(1만3천원~1만4천원), 샌드위치(9천원~1만원), 이탈리안파니니(1만1천원), 파스타(1만8천원~1만9천원), 살치살스테이크(200g 2만7천원)",1~2만원대
604,당산,부여집,NOT,"꼬리곰탕(1만8천원, 특 2만4천원), 도가니탕, 족탕(각 1만5천원, 특 2만원), 꼬리찜, 꼬리수육(각 소 4만2천원, 대 6만원), 모둠수육(소 3만8천원, 대 5만5천원)",1~2만원대
605,당산,삼성원,NOT,"옛날짜장(5천원), 해물짜장(7천원), 해물매운쟁반짜장(대 2만5천원, 중 2만원, 소 1만4천원), 홍합짬뽕, 해물짬뽕, 해물볶음밥(각 7천원), 유산슬, 양장피(각 중 3만5천원, 소 2만5천원), 탕수육(대 2만8천원, 중 2만원, 소 1만4천원), 세트(2인 1만8천원~2만5천원)",1만원 미만
606,당산,스트라다146,NOT,"커피(2천5백원~4천3백원), 차(2천5백원~3천5백원), 파니니(5천9백원), 브라우니(3천원), 수제팥빙수(8천원)",1만원 미만
607,당산,이조보쌈,NOT,"보쌈(중 3만원, 대 3만7천원), 오징어보쌈, 굴보쌈(각 중 3만3천원, 대 4만원), 점심보쌈정식(9천원)",1~2만원대
608,당산,자매식당,NOT,"통장어탕(1만4천원), 소금구이, 양념구이(각 3인 이상, 1인  2만원) ",1~2만원대
609,당산,주간소바식당산,NOT,"자루소바(8천원), 타마토로소바(1만2천원), 샐러드소바정식(1만5천원), 주소산돈가스(1만1천원), 콩소바(1만원)",1~2만원대
610,당산,죽변항해물포차,NOT,"해물모둠(대 5만원, 중 3만5천원, 소 2만5천원), 멍게모둠(2만5천원), 비단멍게(1만8천원), 가리기(1만8천원), 꽃새우, 닭새우(시가)",2~4만원대
611,당산,천지가든,NOT,"천지정식(4인 6만원, 특 8만원), 능이전골정식(2만원), 버섯전골정식, 불낙전골정식, 등갈비정식(각 1만5천원), 능이닭백숙(7만원), 닭도리탕(4만5천원), 묵은지등갈비, 버섯전골(각 1만2천원), 산채비빔밥, 청국장찌개, 김치찌개(8천원), 더덕구이(1만2천원), 해물파전(8천원)",1~2만원대
612,당산,천지가든,NOT,"산채비빔밥, 청국장(각 8천원), 천지정식(4인 6만원, 8만원), 버섯전골정식(1만5천원), 토종닭백숙(5만원), 불낙전골정식(1만5천원) ",1만원 미만
613,당산,취향원,NOT,"양꼬치(160g 1만원), 양갈빗살(160g 1만1천원), 매운양갈비(300g 1만4천원)",1~2만원대
614,당산,한성삼계탕,NOT,삼계탕(1만1천원),1~2만원대
615,당산,허준,NOT,"한방오리백숙, 오리훈제, 오리로스(각 4만원), 오리양념불고기(3만원)  ",1~2만원대
616,대곡,남강장어,NOT,"민물장어구이(1인 3만5천원, 1kg 13만5천원), 민물장어탕(9천원), 민물장어죽(1만원) ",2~4만원대
617,대곡,장원식당,NOT,"한정식(1인 1만원), 갈비탕(7천원), 불고기정식(1만1천원)",1~2만원대
618,대림,이미커피로스터스,RIBBON_TWO,"비스포크커피(7천원), 페어링디저트세트(1만3천원)",1만원 미만
619,대림,토모니베이커리,RIBBON_TWO,"모치모치빵(3천원), 단호박빵, 앙버터먹물바게트(각 4천5백원), 데니시롤, 버터크림빵(각 3천5백원)",1만원 미만
620,대림,프랑세즈,RIBBON_TWO,"레드빈스틱(4천원), 고르스키가좋아하는호밀빵(4천원), 치즈블루베리(4천원), 카페마롱(3천8백원)",1만원 미만
621,대림,거창갈비,RIBBON_ONE,"한우생갈비, 양념갈비, 갈비찜(각 200g 2만5천원) ",2~4만원대
622,대림,구서울갈비,RIBBON_ONE,"생갈비, 양념갈비(각 200g 2만5천원), 냉면(5천원) ",2~4만원대
623,대림,나루,RIBBON_ONE,"평양김치말이국수정식, 맥적구이소반(각 1만6천원), 해물된장찌개소반(1만4천원), 우엉떡갈비(2만3천원), 노들교자상(2만7천원), 나루교자상(3만7천원)",2~4만원대
624,대림,대림창고,RIBBON_ONE,"베리에이션커피(5천원~1만4천원), 차(8천원), 파스타, 리조토(각 1만7천원~1만9천원), 피자(2만2천원~2만5천원), 맥주(8천원~2만원)",1만원 미만
625,대림,등나무집,RIBBON_ONE,"꼬리탕(2만7천원), 족탕(2만2천원), 도가니탕(3만원), 꼬리찜(중 4만9천원, 대 7만원), 우족찜(5만5천원), 소머리수육, 양지수육(각 2만5천원), 도가니수육, 도가니무침(각 3만8천원)",2~4만원대
626,대림,린궁즈멘관,RIBBON_ONE,"린궁즈샤오룽바오(6천원), 돼지고기칼국수, 돼지고기마라면, 돼지고기옥수수면, 수제물만두, 냉면, 애화량피, 추안샹량면, 훈둔(각 5천원), 영양죽(1천원)",1만원 미만
627,대림,막내회센타,RIBBON_ONE,"코스(4만5천원), 점심정식(1만5천원), 물회( 2만원), 회덮밥, 멍게비빔밥(각 1만원)",4~10만원대
628,대림,벨라로사,RIBBON_ONE,"스파게티(1만 5천원 ~ 1만 8천 5백원), 한우안심스테이크(4만3천원), 런치세트(1만9천6백원, 4만3천3백원), 한우등심스테이크세트(4만3천3백원), 바닷가재스파게티세트(2만9천원) ",1만원 미만
629,대림,사형제횟집,RIBBON_ONE,"사형제스페셜(15만원), 모둠회A(11만원), 모둠회B(8만원), 광어(1kg 8만원), 황돔(1kg 12만원), 뱅어돔(1kg 13만원), 다금바리(1kg 20만원), 갓돔, 전복(각 1kg 18만원) ",4~10만원대
630,대림,삼거리먼지막순대국,RIBBON_ONE,"순대국(5천원, 따로국밥 6천원, 특 7천원), 술국(보통 7천원, 소 6천원, 중 8천원, 대 1만2천원)",1만원 미만
631,대림,서일순대국,RIBBON_ONE,"순댓국(8천원, 특대 9천원), 채소순대(8천원), 오소리감투, 머릿고기(각 1만3천원), 술국(중 2만3천원, 대 2만8천원), 모둠순대(1만6천원)",1만원 미만
632,대림,운봉산장,RIBBON_ONE,"양수육, 양갈비(각 2만3천원), 전골(소 2만5천원, 중 3만5천원, 대 4만5천원)",2~4만원대
633,대림,월화고기(보라매점),RIBBON_ONE,"원플한우등심(150g 2만9천원), 원플한우살치살(150g 5만원), 원플한우갈빗살, 원플한우부채살(각 150g 2만9천원), 원플한우차돌박이(150g 2만5천원), 대통령상대상목살(160g 1만4천원)",2~4만원대
634,대림,진사향,RIBBON_ONE,"짜장면(7천원), 짬뽕, 새우볶음밥, 수제군만두(각 8천원), 어향동고, 유산슬, 삼품냉채(각 3만5천원), 오품냉채(5만원), 전가복(5만5천원), 대게살볶음(6만원), 런치코스(1인 1만1천9백원, 1만4천9백원), 디너코스(1인 4만원)",2~4만원대
635,대림,춘천옥,RIBBON_ONE,"보쌈(소 3만2천원, 대 4만9천원), 메밀막국수(9천원), 선지국밥(8천원), 보쌈점심특선(1만2천원)",1~2만원대
636,대림,호수삼계탕,RIBBON_ONE,"삼계탕(1만5천원), 인삼주(1만원)",1~2만원대
637,대림,가네끼스시,NOT,"런치오마카세(4만4천원, 6만6천원), 디너오마카세(9만원, 12만원, 16만원)",10~20만원대
638,대림,가든테라스(노보텔앰버서더독산),NOT,"성인-조식: 3만1천9벡원, 중식: 4만 5천원(주중), 5만 4천원(주말, 공휴일),석식: 5만 5천원(주중), 6만원(주말, 공휴일)
어린이-조식: 1만5,950원,-중식: 2만2,500원(주중), 2만7천원(주말, 공휴일),-석식: 2만7,500원(주중), 3만원(주말, 공휴일)",4~10만원대
639,대림,가산통통,NOT,"오리훈제바비큐(3만8천원), 생삼겹(200g 1만2천원), 생목살(200g 1만2천원), 항정살(180g 1만2천원), 구이모둠(800g 4만6천원), 묵은지삼겹찜(중 2만3천원, 대 3만2천원)",2~4만원대
640,대림,가향,NOT,"레몬소스탕수육, 한방소스탕수육, 칠리소스탕수육(각 1만5천원), 짜장면(4천5백원), 홍합짬뽕(5천5백원)",1~2만원대
641,대림,강촌숯불닭갈비,NOT,"숯불닭갈비(350g 1만1천원), 닭목살소금구이(200g 1만2천원), 잔치국수, 열무국수(각 4천원), 묵밥(5천원)",1~2만원대
642,대림,계림원(구로구청점),NOT,누룽지통닭구이(1만5천원),1~2만원대
643,대림,곰집칼국수,NOT,"칼국수(5천원), 만둣국(6천원), 만두칼국수(6천원), 보쌈(소 2만5천원, 중 3만원, 대 3만5천원), 해물파전(1만원)",1만원 미만
644,대림,궁중삼계탕,NOT,"한방삼계탕(1만2천원), 옻삼계탕(1만6천원), 전복삼계탕(2만원), 닭볶음탕(소 3만원, 중 3만5천원, 대 4만원)",1~2만원대
645,대림,금봉식당,NOT,"꽃등심(150g 3만5천원), 생등심(150g 3만원), 육회,차돌박이(150g 2만5천원)",4~10만원대
646,대림,남원골추어탕,NOT,"추어탕(7천원), 동태찌개(7천원), 올갱이해장국(7천원)",1만원 미만
647,대림,뉴서울갈비,NOT,"생갈비, 양념갈비, 마늘생갈비(각 200g 2만5천원) ",2~4만원대
648,도곡,뀌쏭82,RIBBON_TWO,"채끝등심스테이크(150g 6만2천원), 암퇘지삼겹살(3만7천원), 오리가슴살(3만4천원), 뵈프부르기뇽(4만9천원), 하몽플레이트(3만9천원)",4~10만원대
649,도곡,더벨로,RIBBON_TWO,"건포도통밀빵(3천원), 무화과통밀빵(3천5백원), 통밀식빵(3천5백원), 올리브치아바타(2천원), 와인치즈식빵(4천5백원)",1만원 미만
650,도곡,레스토랑에빗,RIBBON_TWO,"런치테이스팅코스(7만5천원),  디너숏코스(15만원), 디너롱코스(18만원)",10~20만원대
651,도곡,미누씨,RIBBON_TWO,"닭모래집할라피뇨파스타(2만5 천8백원), 베이크드콜리플라워(1만9천8백원), 시푸드스튜(3만7천8백원), 소고기안심(4만3천7백원), 티본스테이크(7만8천원)",2~4만원대
652,도곡,소호정,RIBBON_TWO,"한우국수, 한우국밥(각 1만2천원), 수육(소 3만5천원, 대 4만5천원), 전(소 2만7천원, 대 3만2천원), 참문어(소 3만3천원, 대 4만1천원), 메밀묵(소 1만8천원, 대 2만2천원), 정식(2만3천원, 2만6천원, 3만4천원)",1~2만원대
653,도곡,신가예촌,RIBBON_TWO,"보리굴비한상차림(점심 2만9천원 저녁 3만5천원), 간장게장한상차림(4만8천원),  홍어애사시미(10만원), 삼합(6만9천원)",4~10만원대
654,도곡,이수부,RIBBON_TWO,디너코스(10만원~12만원),10~20만원대
655,도곡,점보씨푸드,RIBBON_TWO,"칠리크랩, 블랙페퍼크랩(시가), 메로찜(1만3천원), 시리얼깐새우튀김(2만4천원), 평일 런치세트(1인 2만원~4만원)",4~10만원대
656,도곡,도마,RIBBON_ONE,"티본스테이크(8만9천원), 엘본스테이크(500g 8만5천원), 토마호크스테이크(19만5천원), 멜젓밥(1만8천원), 런치세트(2인 4만원)",4~10만원대
657,도곡,미우야,RIBBON_ONE,"우동(8천원~1만7천원), 소바(8천원~1만7천원), 덮밥(1만원~1만7천원)",1~2만원대
658,도곡,삼일정육식당,RIBBON_ONE,"돼지불백(8천원), 등심(200g 2만9천원), 차돌박이(200g 2만4천원), 갈빗살(200g 1만8천원), 삼겹살, 대패삼겹살, 목살(각 200g 1만4천원)",2~4만원대
659,도곡,서초남순남순대국,RIBBON_ONE,"순댓국(9천원), 순대(6천원), 수육(소 1만원, 대2만원), 술국(2만원), 족발앞다리(3만8천원),족발뒷다리(3만3천원)",1만원 미만
660,도곡,소울브레드,RIBBON_ONE,"식빵(3천5백원), 사워도우, 브라운치아바타(각 4천원), 레몬크림치즈(4천5백원)",1만원 미만
661,도곡,쉐프의하늘정원,RIBBON_ONE,"평일점심특선(2만4천원), 정원정식(2만8천원), 하늘정식(3만9천원), 오감정식(5만5천원) ",2~4만원대
662,도곡,쉐플로,RIBBON_ONE,"하우스카프레제, 명란파스타, 카망베르치즈와견과류(각 2만5천원), 부라타치즈와새우요리, 하우스치즈플레이트(각 3만5천원), 뉴욕컷스테이크(5만2천원), 하몽과멜론(3만8천원)",4~10만원대
663,도곡,언노운다이너,RIBBON_ONE,"파스타(2만6천원~4만5천원), 리조토(3만1천5백원~4만8천원), 피자(2만9천원~3만3천원), 한우안심스테이크(180g 8만8천원, 300g 13만2천원), 농어스테이크(1피스 3만4천원 2피스 5만5천원)",4~10만원대
664,도곡,영동족발,RIBBON_ONE,"왕족발(중 3만5천원, 대 3만8천원), 쟁반막국수, 해물파전(각 1만4천원), 막국수(6천원)",2~4만원대
665,도곡,장인우족곰탕,RIBBON_ONE,"우족탕, 꼬리곰탕(각 2만원), 곰탕(1만1천원), 양탕(1만4천원), 수육(4만5천원), 양수육(5만원), 우족꼬리모둠(6만5천원), 꼬리찜(7만5천원)",2~4만원대
666,도곡,참나무숯불에닭이만나는순간(희래),RIBBON_ONE,"닭갈비1인분(1만3천원),기본3인분(3만7천원),쟁반막국수(2만5천원), 춘천막국수, 닭칼국수, 닭곰탕, 콩비지찌개(각 8천원)",1~2만원대
667,도곡,카페프레스카,RIBBON_ONE,"아메리카노(4천5백원), 라테(5천5백원), 루비선셋(6천원), 실키라테(5천5백원), 드립커피(6천5백원~1만2천원)",1만원 미만
668,도곡,콜라겐팩토리,RIBBON_ONE,"슈바인학센(중 3만5천원, 대 4만5천원), 통삼겹화덕구이(2만6천원), 새우완자탕(1만6천원), 베트남쌀국수(8천원), 토마토소고기면(9천원)",1~2만원대
669,도곡,타워차이,RIBBON_ONE,"샥스핀탕(소 8만8천원, 중 11만8천원, 대 16만3천원), 샥스핀탕세트(2인 이상, 1인 16만3천원, 20만3천원), 점심세트(3만8천원, 6만원, 8만원), 저녁세트(5만8천원, 8만5천원, 12만원), 셰프추천코스(3만원, 4만원, 5만원)",4~10만원대
670,도곡,가또오프레즈,NOT,"카테지치즈케이크, 쇼콜라누아(각 3천8백원), 루즈블랑, 발렌시아(각 4천원), 아메리카노, 에스프레소(2천5백원), 블루레몬에이드(2천8백원), 퐁당쇼콜라+아이스아메리카노(5천원)
",1만원 미만
671,도곡,강남면옥(대치점),NOT,"비빔냉면, 회냉면, 물냉면, 섞어냉면(각 8천원), 갈비찜(소 3만5천원, 중 4만5천원, 대 5만5천원), 만둣국, 찐만두(각 7천원)",1만원 미만
672,도곡,강촌원조쭈꾸미,NOT,"주꾸미철판볶음(1인 1만1천원), 주꾸미삼겹철반볶음(1인 1만2천원), 낙지철판볶음(1인 1만3천원), 산주꾸미(1인 2만원), 생물주꾸미(1인 1만6천원), 해물탕(중 3만원, 대 4만원)",2~4만원대
673,도곡,갯바위,NOT,"런치세트(1만1천원), 오징어불고기(1만2천원), 낙지불고기(1만4천5백원), 산낙지불고기(2만1천원), 해물전골(2만1천원), 해물모둠전골(2만4천원)",1~2만원대
674,도곡,거목산장,NOT,"굴밥(1만2천원), 굴전(1만7천원), 굴회, 굴물회, 홍어찜, 홍어무침(각 3만5천원), 홍어회(3만원)",1~2만원대
675,도곡,광양불고기본가,NOT,"광양불고기(200g 3만8천원), 한우꽃등심(150g 5만원)",4~10만원대
676,도곡,광주회관,NOT,"국내산생등심한근(600g 3만8천원), 꽃등심(200g 3만5천원), 생고기(150g 2만5천원), 육회(150g 2만5천원), 생삼겹살(150g 1만원), 육회비빔밥(6천원), 갈비탕(7천원), 설렁탕(6천원)",2~4만원대
677,도곡,그안에맛있는이탈리안,NOT,"파스타(1만6천원~2만4천원), 점심코스(2만4천원~4만7천원), 저녁코스(4만5천원~6만5천원)",4~10만원대
678,도봉산,메이다이닝,RIBBON_TWO,"평일런치코스(3만8천원), 주말런치코스(5만6천원), 디너코스(9만2천원), 전채(1만2천원~3만5천원), 파스타(2만원~3만5천원), 피자(1만8천원~3만1천원)",4~10만원대
679,도봉산,옥류헌,RIBBON_ONE,"점심특선(1만8천5백원), 한정식코스(2만5천원, 3만6천원, 4만6천원, 5만8천원, 6만8천원, 12만원, 14만원)",4~10만원대
680,도봉산,도봉산갈비,NOT,"소갈비살(200g 1만3천원), 등심(200g 1만3천원), 안창살(200g 1만3천원), 돼지왕갈비(1만3천원), 돼지갈비(1만원)",2~4만원대
681,동대문,라연,RIBBON_THREE,"점심코스(10만9천원, 15만원, 19만9천원), 저녁코스(19만8천원, 28만원)",20만원 이상
682,동대문,아리아께,RIBBON_THREE,"홀런치세트(9만5천원, 12만원), 벤토코스(14만8천원), 신라코스(25만2천원), 사시미코스(18만5천원), 아리아케코스(22만5천원), 스시코스(16만원, 19만5천원), 복튀김(12만원), 대게돌솥밥(10만원), 대구냄비(8만5천원), ",20만원 이상
683,동대문,콘티넨탈,RIBBON_THREE,"런치코스(8만5천원, 12만원, 16만5천원), 디너코스(18만원, 26만원)",20만원 이상
684,동대문,팔선,RIBBON_THREE,"런치코스(9만원~17만원), 디너코스(17만원~30만원)",10~20만원대
685,동대문,BLT스테이크,RIBBON_TWO,"한우안심스테이크(200g 10만5천원), 한우드라이에이징스테이크(200g 13만원), 꽃등심스테이크(360g 12만원), 런치세트(5만8천원), 디너세트(22만5천원~44만원)",10~20만원대
686,동대문,금돼지식당,RIBBON_TWO,"등목살(170g 1만7천원), 본삼겹, 눈꽃목살(각 170g 1만6천원), 껍데기(150g 1만2천원), 통돼지김치찌개(8천원)",2~4만원대
687,동대문,더라이브러리,RIBBON_TWO,"커피(1만7천원~5만5천원), 차(1만9천원~2만3천원), 브런치(2만원~3만2천원), 애플망고빙수(5만9천원)",2~4만원대
688,동대문,더파크뷰,RIBBON_TWO,"아침뷔페(어른 6만4천원, 어린이 3만2천원), 평일브런치뷔페(어른 11만3천원, 어린이 5만9천원), 주말브런치뷔페(어른 11만6천원, 어린이 5만9천원), 저녁뷔페(어른 12만3천원, 어린이 6만4천원)",10~20만원대
689,동대문,리사르커피로스터스,RIBBON_TWO,"카페에스프레소, 카페스트라파자토(각 1천5백원), 카페마키아토, 카푸치노, 카페피에노, 카페오내로소, 카페그라니타(각 2천원), 티라미수(4천원), 스폴리아텔라(3천5백원)",1만원 미만
690,동대문,서울다이닝,RIBBON_TWO,"런치코스(5코스 5만원), 디너코스(8만8천원)",4~10만원대
691,동대문,어머니대성집,RIBBON_TWO,"해장국(1만원), 육회비빔밥(1만5천원), 육회, 내장수육, 소고기수육(각 3만5천원), 꼬치산적(1인 1만원), 모둠수육, 등골(각 4만원)",1~2만원대
692,동대문,태극당,RIBBON_TWO,"컵아이스크림(2천원), 태극당모나카(2천5백원), 찹쌀모나카(3천원), 채소사라다빵(6천5백원), 찹쌀도넛(1천7백원), 베리에이션커피(4천원~5천8백원), 모나카빙수(1만원)",1만원 미만
693,동대문,패스트리부띠끄,RIBBON_TWO,"파운드(4만5천원), 롤케이크(3만8천원), 마카롱(8구 3만1천원, 16구 5만9천원), 생크림케이크(6만6천원), 프로마주블랑케이크(6만3천원), 밀푀유, 크림치즈케이크(각 5만5천원)",4~10만원대
694,동대문,페스타바이민구,RIBBON_TWO,"페스타초이스런치(1인 6만5천원), 페스타테이스팅디너(1인 12만원), 제철 해산물 카르파치오(3만2천원), 따뜻한 제철 생선요리(4만2천원), 최상급1++ 한우 구이와 제철 채소(5만6천원), 호주산 청정 양갈비와 살짝 익힌 제철 채소(5만8천원), 한우볼로네제파스타(2만6천원), 티라미수(1만5천원)",2~4만원대
695,동대문,평양면옥,RIBBON_TWO,"냉면, 비빔냉면, 온면, 만둣국(각 1만2천원), 불고기(200g 3만5천원), 어복쟁반(소 5만5천원, 대 9만원), 편육(3만원), 제육(2만8천원)",1~2만원대
696,동대문,경발원,RIBBON_ONE,"짜장면, 짬뽕, 우동(각 6천원), 깐풍기(3만원), 팔보채(소 4만원, 중 6만원, 대 8만원)",2~4만원대
697,동대문,나마스테,RIBBON_ONE,"인디안탈리세트, 램티카, 치킨티카(각 1만5천원), 라이스(2천원~6천원)",1~2만원대
698,동대문,만포막국수,RIBBON_ONE,"만둣국, 막국수, 접시만두, 빈대떡, 메밀파전(각 8천원), 찜닭(2만5천원), 만두전골(중 2만7천원, 대 3만5천원)",1만원 미만
699,동대문,브레라,RIBBON_ONE,"지오바니피자(1만9천9백원), 나폴리피자(1만5천9백원), 포모도로피자(1만7천9백원), 봉골레(1만9천9백원), 알리올리오(1만8천9백원), 페투치네(1만8천9백원), 아라비아타(1만7천9백원), ",1~2만원대
700,동대문,산골막국수,RIBBON_ONE,"막국수, 녹두전(각 7천원), 쟁반국수(1만5천원), 찜닭(2만원), 닭무침(1만5천원), 수육(소 1만5천원, 중 2만5천원), 정식(9천원)",1만원 미만
701,동대문,성천막국수,RIBBON_ONE,"물막국수(6천5백원), 비빔막국수(7천원), 물막국수정식(9천5백원), 비빔막국수정식(1만원), 제육(반접시 5천5백원, 한접시 1만1천원)",1만원 미만
702,동대문,에베레스트,RIBBON_ONE,"채소커리, 치킨커리(각 8천원~1만원), 양고기커리(8천원~1만1천원), 라이스&브리야니(1천원~1만원), 난(2천원~4천원), 탄두리(8천원~1만6천원)",1~2만원대
703,동대문,연지얼큰한동태국,RIBBON_ONE,"동태곤이찌개(소 2만원, 중 2만5천원, 대 3만원), 점심동탯국(6천원), 점심곤이내장국(7천원), 점심알탕(8천원), 알추가, 곤이추가(각 1만원)",2~4만원대
704,동대문,영화장,RIBBON_ONE,"굴짬뽕(8천5백원), 짜장면(5천5백원), 볶음밥(7천원), 깐풍기(2만9천원), 탕수육(2만2천원), 유린기(3만2천원)",1~2만원대
705,동대문,우성갈비,RIBBON_ONE,"돼지갈비, 껍데기(각 1만5천원)",1~2만원대
706,동대문,일광쪽갈비,RIBBON_ONE,쪽갈비(200g 1만1천원),1~2만원대
707,동대문,진남포면옥,RIBBON_ONE,"찜닭(2만7천원), 막국수, 접시만두(각 9천원), 만두전골(중 2만5천원, 대 3만5천원), 개성보쌈(중 3만5천원, 대 4만원)",1~2만원대
708,동대문,홍릉각,RIBBON_ONE,"육미짜장면(6천6백원), 육미간짜장(2인 이상, 8천8백원), 굴짬뽕(7천7백원), 탕수육(1만8천원), 라조기, 깐풍기(각 2만원)",1~2만원대
709,동대문,경북손칼국수,NOT,손칼국수(6천원),1만원 미만
710,동대문,경상도집,NOT,연탄돼지갈비(1인분 1만2천원),1~2만원대
711,동작,토모니베이커리,RIBBON_TWO,"모치모치빵(3천원), 단호박빵, 앙버터먹물바게트(각 4천5백원), 데니시롤, 버터크림빵(각 3천5백원)",1만원 미만
712,동작,프랑세즈,RIBBON_TWO,"레드빈스틱(4천원), 고르스키가좋아하는호밀빵(4천원), 치즈블루베리(4천원), 카페마롱(3천8백원)",1만원 미만
713,동작,나루,RIBBON_ONE,"평양김치말이국수정식, 맥적구이소반(각 1만6천원), 해물된장찌개소반(1만4천원), 우엉떡갈비(2만3천원), 노들교자상(2만7천원), 나루교자상(3만7천원)",2~4만원대
714,동작,더리버벨라쿠치나,RIBBON_ONE,"벨라코스(3만9천원), 쿠치나코스(5만9천원), 더리버코스(8만원), 커플코스(2인 12만원)",4~10만원대
715,동작,등나무집,RIBBON_ONE,"꼬리탕(2만7천원), 족탕(2만2천원), 도가니탕(3만원), 꼬리찜(중 4만9천원, 대 7만원), 우족찜(5만5천원), 소머리수육, 양지수육(각 2만5천원), 도가니수육, 도가니무침(각 3만8천원)",2~4만원대
716,동작,보성식당,RIBBON_ONE,"청국장, 미역국, 순두부(각 7천원), 황탯국(8천원), 감자전, 제육볶음, 꼬막(각 2만원), 낙지볶음(중 2만5천원, 대 3만원), 홍어찜(3만원)",1만원 미만
717,동작,서일순대국,RIBBON_ONE,"순댓국(8천원, 특대 9천원), 채소순대(8천원), 오소리감투, 머릿고기(각 1만3천원), 술국(중 2만3천원, 대 2만8천원), 모둠순대(1만6천원)",1만원 미만
718,동작,운봉산장,RIBBON_ONE,"양수육, 양갈비(각 2만3천원), 전골(소 2만5천원, 중 3만5천원, 대 4만5천원)",2~4만원대
719,동작,가네끼스시,NOT,"런치오마카세(4만4천원, 6만6천원), 디너오마카세(9만원, 12만원, 16만원)",10~20만원대
720,동작,궁중삼계탕,NOT,"한방삼계탕(1만2천원), 옻삼계탕(1만6천원), 전복삼계탕(2만원), 닭볶음탕(소 3만원, 중 3만5천원, 대 4만원)",1~2만원대
721,동작,권참치,NOT,"회덮밥, 대구탕(각 7천원), 저녁참치(3만5천원~12만원)",4~10만원대
722,동작,남강장어촌,NOT,"소금구이, 양념구이(각 소 3마리 5만4천원,. 대 2마리 5만5천원)",2~4만원대
723,동작,남성집,NOT,"순댓국(8천원, 특 1만원), 섞어모둠(1만7천원), 머릿고기, 곱창내장(각 2만원), 술국(1만3천원), 새끼보(2만2천원)",1만원 미만
724,동작,남원골추어탕,NOT,"추어탕(7천원), 동태찌개(7천원), 올갱이해장국(7천원)",1만원 미만
725,동작,다래식당,NOT,주물럭청국장(8천원),1만원 미만
